dwv_order_make_haikou_1.order_id	dwv_order_make_haikou_1.product_id	dwv_order_make_haikou_1.city_id	dwv_order_make_haikou_1.district	dwv_order_make_haikou_1.county	dwv_order_make_haikou_1.type	dwv_order_make_haikou_1.combo_type	dwv_order_make_haikou_1.traffic_type	dwv_order_make_haikou_1.passenger_count	dwv_order_make_haikou_1.driver_product_id	dwv_order_make_haikou_1.start_dest_distance	dwv_order_make_haikou_1.arrive_time	dwv_order_make_haikou_1.departure_time	dwv_order_make_haikou_1.pre_total_fee	dwv_order_make_haikou_1.normal_time	dwv_order_make_haikou_1.bubble_trace_id	dwv_order_make_haikou_1.product_1level	dwv_order_make_haikou_1.dest_lng	dwv_order_make_haikou_1.dest_lat	dwv_order_make_haikou_1.starting_lng	dwv_order_make_haikou_1.starting_lat	dwv_order_make_haikou_1.year	dwv_order_make_haikou_1.month	dwv_order_make_haikou_1.day
17592726010947	3	83	0898	460106	0	0	0	0	3	6780	2017-05-19 11:51:08	2017-05-19 11:47:13	17	16	6446a231591e6ac0635f261d2c052102	3	110.3427	20.0405	110.2943	20.031	2017	05	19
17592726146033	3	83	0898	460105	0	0	0	0	0	3981	0000-00-00 00:00:00	2017-05-19 11:46:18	11	NULL	33441eef591e6a8800004af6e48934e0	3	110.2016	20.012	110.1886	20.0358	2017	05	19
17592726266104	3	83	0898	460106	0	0	0	0	3	6060	2017-05-19 11:56:57	2017-05-19 11:53:36	17	15	64469e3c591e6c3f4477192c1ee8a602	3	110.3372	20.0378	110.2963	20.0135	2017	05	19
17592726500312	3	83	0898	460106	0	0	0	0	3	6328	2017-05-19 12:15:43	2017-05-19 12:04:25	18	20	6446a134591e6ec9347548e92be6eb02	3	110.3266	20.0248	110.3263	19.9834	2017	05	19
17592726547615	3	83	0898	460106	0	0	0	0	3	1652	2017-05-19 12:11:41	2017-05-19 12:07:08	9	7	64469d36591e6f6c5d3a24192bddf002	3	110.3279	19.998	110.3153	20.0002	2017	05	19
17592726629344	3	83	0898	460107	0	0	0	0	3	7290	2017-05-19 12:13:16	2017-05-19 12:10:06	19	18	64469f31591e701e3d4f16fc2f32c602	3	110.3261	20.0266	110.3665	20.0046	2017	05	19
17592728694767	3	83	0898	460107	0	0	0	0	3	2754	2017-05-19 14:03:55	2017-05-19 14:02:25	9	4	64469f34591e8a708354b1dc2cd2c902	3	110.3674	19.9802	110.3775	19.985	2017	05	19
17592728730202	3	83	0898	460108	0	0	0	0	3	2296	2017-05-19 14:11:07	2017-05-19 14:07:17	9	7	64469e3c591e8b93436619282d7cd402	3	110.4358	19.9661	110.448	19.9805	2017	05	19
17592729025839	3	83	0898	460108	0	0	0	0	0	14876	0000-00-00 00:00:00	2017-05-19 14:21:06	43	NULL	6446a134591e8ed13d2a48ff2784a102	3	110.2698	19.9658	110.3398	20.0514	2017	05	19
17592729094331	3	83	0898	460108	0	0	0	0	3	5100	2017-05-19 14:24:48	2017-05-19 14:20:35	14	11	6445b03a591e8eb32d001b622eacfb02	3	110.3597	20.0431	110.3594	20.0169	2017	05	19
17592730038875	3	83	0898	460108	0	0	0	0	3	7414	2017-05-19 15:15:52	2017-05-19 15:10:16	19	22	932de149591e9a55000007fa066abd83	3	110.3462	20.0356	110.3219	20.0653	2017	05	19
17592730114550	3	83	0898	460106	0	0	0	0	3	4668	2017-05-19 15:18:02	2017-05-19 15:12:53	14	15	64469f31591e9af43fcb16fe31a03402	3	110.357	19.9986	110.3326	19.9882	2017	05	19
17592730233492	3	83	0898	460107	0	0	0	0	3	4839	2017-05-19 15:08:55	2017-05-19 15:08:50	14	16	64469f35591e9a017b1c8bae2e081502	3	110.3435	20.0321	110.3729	20.012	2017	05	19
17592730364662	3	83	0898	460108	0	0	0	0	3	5501	2017-05-19 15:30:18	2017-05-19 15:18:23	17	13	80d1802c591e9c2e000068d7f2268925	3	110.3217	20.0278	110.3441	20.0559	2017	05	19
17592730691578	3	83	0898	460105	0	0	0	0	3	2428	0000-00-00 00:00:00	2017-05-19 15:33:47	9	0	6446a134591e9fdb33a348e627d6c702	3	110.2849	19.9757	110.2943	19.9853	2017	05	19
17592730828802	3	83	0898	460108	0	0	0	0	3	7335	2017-05-19 15:56:16	2017-05-19 15:44:48	19	16	6446a134591ea26f32fe48f12c861c02	3	110.321	20.0261	110.3537	20.041	2017	05	19
17592731606861	3	83	0898	460108	0	0	0	0	3	3440	2017-05-19 16:20:01	2017-05-19 16:16:27	10	12	611ae887591ea9bf000033c400bbb074	3	110.3496	20.0513	110.3645	20.0311	2017	05	19
17592731857093	3	83	0898	460106	0	0	0	0	3	5790	0000-00-00 00:00:00	2017-05-19 16:21:07	15	0	eacdb839cc9281c513023b05103a0303	3	110.3286	20.0379	110.3092	20.0273	2017	05	19
17592732108214	3	83	0898	460107	0	0	0	0	3	10459	2017-05-19 16:44:11	2017-05-19 16:38:13	30	56	6445ae3a591eaef57f309e4a2fb79c02	3	110.3124	20.0277	110.3603	19.9881	2017	05	19
17592732121451	3	83	0898	460108	0	0	0	0	3	5067	2017-05-19 16:44:51	2017-05-19 16:39:49	13	25	74a7d183591eaf5100007b81e8b10daf	3	110.3078	20.022	110.3337	20.0214	2017	05	19
17592732158664	3	83	0898	460106	0	0	0	0	3	7265	2017-05-19 16:34:25	2017-05-19 16:32:20	19	20	dc59263f51b274a9048fcf7e10610303	3	110.3052	19.9751	110.3444	19.9834	2017	05	19
17592732543093	3	83	0898	460106	0	0	0	0	3	2911	2017-05-19 16:59:15	2017-05-19 16:58:24	9	20	0b2b8508087bd2f1bd01ca9010810303	3	110.3264	20.03	110.3167	20.024	2017	05	19
17592732615741	3	83	0898	460107	0	0	0	0	0	5413	0000-00-00 00:00:00	2017-05-19 16:57:13	15	NULL	64469e3e591eb368c18b8924311aa402	3	110.336	20.036	110.3473	20.0031	2017	05	19
17592732825733	3	83	0898	460107	0	0	0	0	0	5382	0000-00-00 00:00:00	2017-05-19 17:06:29	16	NULL	6445623c591eb5944f54432937db1402	3	110.336	20.036	110.3475	20.0032	2017	05	19
17592733258594	3	83	0898	460108	0	0	0	0	3	5094	2017-05-19 17:23:54	2017-05-19 17:18:33	16	13	64455333591eb84839ba265e3676e802	3	110.3341	20.0402	110.358	20.0347	2017	05	19
17592733333260	3	83	0898	460105	0	0	0	0	0	13748	0000-00-00 00:00:00	2017-05-19 17:18:32	43	NULL	c89a6f1c591eb86300007f32dfcac80c	3	110.3597	19.9948	110.2536	19.9825	2017	05	19
17592733423061	3	83	0898	460106	0	0	0	0	3	5939	2017-05-19 17:42:00	2017-05-19 17:27:25	19	24	c0a80065f97b8d4e4f05e11410470303	3	110.3634	20.0237	110.3323	20.0132	2017	05	19
17592733463421	3	83	0898	460105	0	0	0	0	3	17551	2017-05-19 17:43:19	2017-05-19 17:23:56	49	44	64469c31591eb9a6bb52ab5b354fa302	3	110.3771	19.9922	110.2543	20.019	2017	05	19
17592733517787	3	83	0898	460106	0	0	0	0	0	3580	0000-00-00 00:00:00	2017-05-19 17:29:39	14	NULL	64469e3e591ebaf70587893b33521e02	3	110.3615	20.0018	110.3433	19.9841	2017	05	19
17592733527877	3	83	0898	460106	0	0	0	0	3	2918	0000-00-00 00:00:00	2017-05-19 17:30:40	10	NULL	6446a231591ebb3e5b1d261639622902	3	110.3392	20.0234	110.3287	20.007	2017	05	19
17592733738758	3	83	0898	460105	0	0	0	0	0	11627	0000-00-00 00:00:00	2017-05-19 17:40:25	41	NULL	ac22ac34591ebd7e00007581c25b55d6	3	110.3771	19.9922	110.2851	19.9793	2017	05	19
17592733907381	3	83	0898	460105	1	0	0	0	3	9941	2017-05-19 18:01:07	2017-05-19 18:00:00	25	36	6446a133591ebdd29f66957e37cfda02	3	110.3391	20.0317	110.2688	20.0151	2017	05	19
17592735001017	3	83	0898	460106	0	0	0	0	3	4374	2017-05-19 18:27:09	2017-05-19 18:16:47	11	15	208cd5687ac75336910abe1b10310303	3	110.3219	20.0655	110.32	20.0328	2017	05	19
17592735200919	3	83	0898	460107	0	0	0	0	0	9361	0000-00-00 00:00:00	2017-05-19 18:23:58	34	NULL	6446a132591ec7bc1e52153338f31302	3	110.2961	19.989	110.3529	20.0025	2017	05	19
17592735323008	3	83	0898	460108	0	0	0	0	3	2765	2017-05-19 18:32:20	2017-05-19 18:23:35	9	7	4a52e9e9591ec7a100007c5dfbbeeb0b	3	110.3609	20.0244	110.3745	20.0175	2017	05	19
17592735394527	3	83	0898	460106	0	0	0	0	0	7821	0000-00-00 00:00:00	2017-05-19 18:29:15	23	NULL	c0a801643ce4bd4871095559107a0303	3	110.2824	20.0183	110.3356	20.031	2017	05	19
17592735457205	3	83	0898	460106	0	0	0	0	3	4396	2017-05-19 18:33:05	2017-05-19 18:28:14	16	42	55d51a5126d58031f30b958610590303	3	110.3283	20.0149	110.3023	20.0205	2017	05	19
17592735636807	3	83	0898	460108	0	0	0	0	3	5490	2017-05-19 18:45:12	2017-05-19 18:41:04	14	5	6445623d591ecbc02710b59b3893e802	3	110.4395	19.9644	110.4506	19.9418	2017	05	19
17592735655858	3	83	0898	460107	0	0	0	0	3	2915	2017-05-19 18:39:44	2017-05-19 18:37:07	10	8	6446aa14591ecacab08698903a666d02	3	110.3749	19.9954	110.379	19.983	2017	05	19
17592736207901	3	83	0898	460108	0	0	0	0	3	8801	2017-05-19 19:06:06	2017-05-19 18:59:06	26	34	64455333591ecff93f9e26763a506502	3	110.3095	20.0243	110.3517	20.0601	2017	05	19
17592736243216	3	83	0898	460106	0	0	0	0	0	4314	0000-00-00 00:00:00	2017-05-19 18:54:54	13	NULL	3ec80630c25b232d1e04a27510290303	3	110.2991	20.0098	110.322	20.0221	2017	05	19
17592736601411	3	83	0898	460106	0	0	0	0	3	5712	0000-00-00 00:00:00	2017-05-19 19:13:54	16	NULL	e216f31e591ed3660000695201ab6f09	3	110.2893	20.0132	110.335	20.0171	2017	05	19
17592736736497	3	83	0898	460108	0	0	0	0	3	4234	2017-05-19 19:21:38	2017-05-19 19:21:30	12	9	c03853548c4802ecd83c80ae10a00303	3	110.345	20.0671	110.3169	20.0655	2017	05	19
17592736848616	3	83	0898	460106	0	0	0	0	0	3942	0000-00-00 00:00:00	2017-05-19 19:19:19	15	NULL	6efac49c591ed4b000007856c5b23594	3	110.3487	20.0159	110.3214	20.0145	2017	05	19
17592736866658	3	83	0898	460108	0	0	0	0	3	5063	2017-05-19 19:24:50	2017-05-19 19:23:49	14	14	64469e3b591ed5c5757975df39f07002	3	110.3372	20.0378	110.3666	20.0286	2017	05	19
17592736983702	3	83	0898	460108	0	0	0	0	3	7157	2017-05-19 19:34:35	2017-05-19 19:28:08	19	46	6445623c591ed6c72e6943263cd54002	3	110.3186	20.0276	110.3452	20.0424	2017	05	19
17592737175532	3	83	0898	460108	0	0	0	0	0	4466	0000-00-00 00:00:00	2017-05-19 19:34:50	15	NULL	6446aa14591ed859bb4c98ad35466102	3	110.3747	20.0216	110.3432	20.0227	2017	05	19
17592737583048	3	83	0898	460108	0	0	0	0	3	2066	0000-00-00 00:00:00	2017-05-19 19:52:17	10	NULL	6445623c591edc71364943333930f202	3	110.354	20.0121	110.3501	20.0271	2017	05	19
17592737596165	3	83	0898	460106	0	0	0	0	3	9551	2017-05-19 20:01:01	2017-05-19 19:56:13	27	28	9871672e19345eb2d6029e61104c0303	3	110.378	19.9912	110.3274	20.0294	2017	05	19
17592737674987	3	83	0898	460106	0	0	0	0	3	2580	2017-05-19 20:04:31	2017-05-19 19:58:53	9	4	64455333591eddfd390326633365aa02	3	110.3382	20.0377	110.3417	20.0297	2017	05	19
17592737859514	3	83	0898	460105	0	0	0	0	3	14082	2017-05-19 20:07:32	2017-05-19 20:02:36	38	20	6445623d591ededc1ac4b58f3b46df02	3	110.4014	20.0368	110.2897	20.0131	2017	05	19
17592738377131	3	83	0898	460106	0	0	0	0	3	8961	2017-05-19 20:29:15	2017-05-19 20:27:46	24	34	6446aa14591ee4c2b9bc98a93b000702	3	110.2857	20.0011	110.3387	19.9783	2017	05	19
17592738538571	3	83	0898	460106	0	0	0	0	3	5204	2017-05-19 20:42:59	2017-05-19 20:40:51	14	13	c0a8016426e17dbbf4043f6310540303	3	110.3504	20.043	110.3215	20.0257	2017	05	19
17592738668732	3	83	0898	460106	0	0	0	0	3	1994	2017-05-19 20:42:05	2017-05-19 20:37:19	9	7	c699d03c591ee6fc0000236bde705cad	3	110.3544	19.9656	110.3484	19.9816	2017	05	19
17592738693068	3	83	0898	460106	0	0	0	0	3	6241	2017-05-19 20:42:34	2017-05-19 20:38:20	19	22	83f0236bc800f69a7b387e6110460303	3	110.3391	20.0317	110.2988	20.017	2017	05	19
17592738893739	3	83	0898	460106	0	0	0	0	3	6967	2017-05-19 21:00:18	2017-05-19 20:51:57	23	28	6446a133591eea6da15c957c3ea22c02	3	110.3102	20.0087	110.3428	19.9797	2017	05	19
17592739515283	3	83	0898	460105	0	0	0	0	0	5353	0000-00-00 00:00:00	2017-05-19 21:15:50	16	NULL	64469f34591ef0066396b1b23367a602	3	110.3023	20.0205	110.2962	19.9812	2017	05	19
17592739770680	3	83	0898	460105	0	0	0	0	3	18424	0000-00-00 00:00:00	2017-05-19 21:20:22	51	NULL	64469c31591ef115b9e6ab52454c0402	3	110.3699	20.0106	110.2345	20.0379	2017	05	19
17592739838283	3	83	0898	460106	0	0	0	0	0	8849	0000-00-00 00:00:00	2017-05-19 21:31:17	27	NULL	64469f33591ef3a5066453763a281a02	3	110.3497	20.0288	110.3441	19.9713	2017	05	19
17592740253991	3	83	0898	460107	0	0	0	0	3	1904	0000-00-00 00:00:00	2017-05-19 21:40:19	9	0	6446a133591ef5c3a561959335112002	3	110.3408	19.9908	110.3387	19.9989	2017	05	19
17592740795824	3	83	0898	460108	0	0	0	0	3	3404	2017-05-19 22:08:15	2017-05-19 22:04:25	12	9	c0a80067606ceb5df510097610900303	3	110.352	20.0397	110.3717	20.0287	2017	05	19
17592741043029	3	83	0898	460106	0	0	0	0	3	8088	0000-00-00 00:00:00	2017-05-19 22:21:18	25	NULL	6446a135591eff5d9e5d467635895c02	3	110.3513	19.9926	110.3403	20.0397	2017	05	19
17592741632285	3	83	0898	460106	0	0	0	0	3	6731	2017-05-19 22:55:53	2017-05-19 22:49:58	16	21	64455333591f0616417a268137a70102	3	110.3318	20.0615	110.3365	20.0374	2017	05	19
17592742660336	3	83	0898	460108	0	0	0	0	3	9556	2017-05-19 23:49:53	2017-05-19 23:46:55	28	17	64455333591f136f37b226623b7a0e02	3	110.3264	20.061	110.3766	20.0262	2017	05	19
17592718641127	1	83	0898	460107	0	0	0	0	0	1374	0000-00-00 00:00:00	2017-05-19 00:00:09	15	NULL	6446a134591dc509332f48eb2a897402	1	110.368	19.9984	110.3771	19.9944	2017	05	19
17592718702796	3	83	0898	460107	0	0	0	0	3	7093	2017-05-18 23:48:20	2017-05-18 23:46:58	22	18	ac10193e75f906ec6b05c07c103f0303	3	110.3032	20.0214	110.337	19.9995	2017	05	19
17592718821738	3	83	0898	460106	0	0	0	0	3	2185	2017-05-19 00:23:25	2017-05-19 00:21:53	9	6	64469f33591dca2103ba536b29251802	3	110.3455	20.0218	110.3337	20.0231	2017	05	19
17592719024547	3	83	0898	460106	0	0	0	0	0	8881	0000-00-00 00:00:00	2017-05-19 00:53:40	25	NULL	b50cdb1b1325de2f23093008106d0303	3	110.3445	20.0298	110.3419	19.9777	2017	05	19
17592719052919	3	83	0898	460108	0	0	0	0	3	7622	2017-05-19 00:34:04	2017-05-19 00:30:04	22	14	6446a132591dcc0b216b153f24d6fe02	3	110.3393	20.0062	110.3642	20.0355	2017	05	19
17592719295968	3	83	0898	460108	0	0	0	0	3	18545	2017-05-19 01:21:16	2017-05-19 01:12:47	60	20		3	110.2071	19.9929	110.3469	20.0203	2017	05	19
17592719407078	3	83	0898	460106	0	0	0	0	3	8025	2017-05-19 02:29:21	2017-05-19 02:25:19	24	13	64469e3e591de70f043f893623e7e302	3	110.2663	20.0168	110.3272	20.0396	2017	05	19
17592719546320	3	83	0898	460106	0	0	0	0	3	12201	2017-05-19 02:55:15	2017-05-19 02:52:55	38	19	6446a231591ded875f3a262c25bc6602	3	110.3363	20.0478	110.3258	19.9764	2017	05	19
17592719744084	3	83	0898	460108	0	0	0	0	3	8331	2017-05-19 04:33:06	2017-05-19 04:29:34	24	25	64469d36591e042e527b2402226d7902	3	110.3505	20.0001	110.3454	20.0441	2017	05	19
17592720018412	3	83	0898	460106	0	0	0	0	3	5406	0000-00-00 00:00:00	2017-05-19 06:28:58	16	NULL	c0a8016816c4c588e604a8bf10d70303	3	110.3289	20.0268	110.3133	19.9908	2017	05	19
17592720224368	3	83	0898	460108	0	0	0	0	3	9806	0000-00-00 00:00:00	2017-05-19 06:46:30	26	NULL	c0a801680ab1e31ad8032356102c0303	3	110.3082	19.9951	110.3413	20.0553	2017	05	19
17592720808579	3	83	0898	460106	0	0	0	0	3	7070	2017-05-19 07:36:50	2017-05-19 07:36:39	18	21	c4600b0a591e30050000598f0227ad5d	3	110.3443	19.9844	110.3346	20.0327	2017	05	19
17592720854873	3	83	0898	460106	0	0	0	0	3	1879	2017-05-19 07:37:19	2017-05-19 07:35:10	9	4	6446a135591e2fae9aa046821dd11002	3	110.3117	19.9908	110.3239	19.9955	2017	05	19
17592721139411	3	83	0898	460107	0	0	0	0	3	8851	2017-05-19 07:57:38	2017-05-19 07:52:31	22	29	6446a133591e33bea5b0959a21df3a02	3	110.3053	20.0224	110.3447	19.9992	2017	05	19
17592721425967	3	83	0898	460108	0	0	0	0	3	5828	0000-00-00 00:00:00	2017-05-19 08:03:56	15	NULL	64469f33591e366c2bbf538525b03502	3	110.3053	20.0224	110.3197	20.0647	2017	05	19
17592721645040	3	83	0898	460107	0	0	0	0	3	7972	2017-05-19 08:11:11	2017-05-19 08:06:03	22	27	7918f963591e36e6000073654db9bdd4	3	110.3503	20.0261	110.3741	19.9843	2017	05	19
