dwv_order_make_haikou_2.order_id	dwv_order_make_haikou_2.product_id	dwv_order_make_haikou_2.city_id	dwv_order_make_haikou_2.district	dwv_order_make_haikou_2.county	dwv_order_make_haikou_2.type	dwv_order_make_haikou_2.combo_type	dwv_order_make_haikou_2.traffic_type	dwv_order_make_haikou_2.passenger_count	dwv_order_make_haikou_2.driver_product_id	dwv_order_make_haikou_2.start_dest_distance	dwv_order_make_haikou_2.arrive_time	dwv_order_make_haikou_2.departure_time	dwv_order_make_haikou_2.pre_total_fee	dwv_order_make_haikou_2.normal_time	dwv_order_make_haikou_2.bubble_trace_id	dwv_order_make_haikou_2.product_1level	dwv_order_make_haikou_2.dest_lng	dwv_order_make_haikou_2.dest_lat	dwv_order_make_haikou_2.starting_lng	dwv_order_make_haikou_2.starting_lat	dwv_order_make_haikou_2.year	dwv_order_make_haikou_2.month	dwv_order_make_haikou_2.day
17592886025152	3	83	0898	460106	0	0	0	0	3	7988	2017-05-26 10:11:05	2017-05-26 10:09:47	22	16	41779a4459278db000003de232520a3a	3	110.334	20.0385	110.3071	20.0078	2017	05	26
17592886233895	3	83	0898	460106	0	0	0	0	3	3906	2017-05-26 10:33:37	2017-05-26 10:28:20	11	12	6445b03a592792c34a4da4a52b1e7a02	3	110.3297	20.0275	110.2996	20.0192	2017	05	26
17592886775848	3	83	0898	460108	0	0	0	0	3	7560	0000-00-00 00:00:00	2017-05-26 10:48:56	19	NULL	19f62a44609c3005451e0daa10c00303	3	110.3445	20.0298	110.3199	20.0681	2017	05	26
17592887047269	3	83	0898	460106	0	0	0	0	3	2738	0000-00-00 00:00:00	2017-05-26 11:06:26	10	NULL	64469f3159279bb2b787220503209e02	3	110.3354	20.0272	110.3379	20.0106	2017	05	26
17592887355903	3	83	0898	460106	0	0	0	0	3	4450	2017-05-26 11:29:05	2017-05-26 11:27:15	12	10	64469c315927a086acb7b69b0390d102	3	110.3365	19.9995	110.3252	20.0282	2017	05	26
17592887742470	3	83	0898	460106	0	0	0	0	3	3126	2017-05-26 11:53:13	2017-05-26 11:50:57	9	8	8c375717550a6d70ac4eb74910790303	3	110.3249	19.9977	110.3364	20.0084	2017	05	26
17592888415473	3	83	0898	460107	0	0	0	0	3	2713	2017-05-26 12:20:00	2017-05-26 12:18:48	10	13	64469f335927aca7aff9529004607f02	3	110.333	20.0005	110.3543	20.0026	2017	05	26
17592888600000	3	83	0898	460106	0	0	0	0	3	7140	2017-05-26 12:34:03	2017-05-26 12:32:15	19	15	6445623c5927afc9319a594b04b4a202	3	110.3041	19.9945	110.328	20.0202	2017	05	26
17592888693957	3	83	0898	460106	0	0	0	0	3	3392	2017-05-26 12:36:54	2017-05-26 12:36:20	10	9	c0a80066f9d088b1b337e1a2101d0903	3	110.2861	20.0135	110.3122	20.0253	2017	05	26
17592888766605	3	83	0898	460106	0	0	0	0	3	8142	2017-05-26 12:38:06	2017-05-26 12:35:24	20	15	c0a8006b80ea1eb05b01bfa010c60303	3	110.3123	20.0264	110.3285	19.9919	2017	05	26
17592889043960	3	83	0898	460106	0	0	0	0	3	15370	2017-05-26 13:02:56	2017-05-26 12:59:32	42	26	64469f355927b63370e3a8da05228c02	3	110.2722	19.9568	110.3337	20.0263	2017	05	26
17592890097476	3	83	0898	460106	0	0	0	0	3	6303	2017-05-26 13:49:18	2017-05-26 13:47:41	16	12	64469e3e5927c17ca9038498060a2b02	3	110.3453	19.9833	110.3346	20.0268	2017	05	26
17592890800749	3	83	0898	460105	0	0	0	0	3	3129	2017-05-26 14:24:22	2017-05-26 14:20:07	10	6	6446aa145927c917404a072c067ec302	3	110.2971	19.9979	110.2893	20.0132	2017	05	26
17592890922838	3	83	0898	460106	0	0	0	0	3	5281	2017-05-26 14:33:06	2017-05-26 14:31:40	14	25	64469f335927cbcc08d2529206ebf302	3	110.3485	20.0327	110.3366	19.998	2017	05	26
17592891059942	3	83	0898	460107	0	0	0	0	3	6818	2017-05-26 14:47:37	2017-05-26 14:38:49	18	16	6445623d5927cd7893709db20775db02	3	110.3417	20.0445	110.3609	20.0078	2017	05	26
17592891191112	3	83	0898	460107	0	0	0	0	3	2161	2017-05-26 14:39:42	2017-05-26 14:38:09	9	5	5c147c4fc5966c36fe58589d10330303	3	110.3443	19.9844	110.3516	19.9901	2017	05	26
17592891357717	3	83	0898	460106	0	0	0	0	3	6447	2017-05-26 14:49:39	2017-05-26 14:48:15	17	14	6446a2315927cfaf15931d9f0557df02	3	110.2867	20.0202	110.3233	20.0465	2017	05	26
17592891473752	3	83	0898	460108	0	0	0	0	3	3874	2017-05-26 15:04:41	2017-05-26 14:53:58	11	9	64469f315927d105a10e21d707478b02	3	110.3608	20.0103	110.3513	20.027	2017	05	26
17592891545391	3	83	0898	460107	0	0	0	0	3	6069	2017-05-26 15:02:09	2017-05-26 15:01:05	16	20	64469f355927d2b05714a8e207306802	3	110.3395	20.0394	110.3404	19.9953	2017	05	26
17592891981279	3	83	0898	460108	0	0	0	0	3	3820	2017-05-26 15:24:33	2017-05-26 15:24:22	11	11	6446a1335927d82560015837075cc702	3	110.3651	20.0559	110.3488	20.0577	2017	05	26
17592892064906	3	83	0898	460107	0	0	0	0	3	3718	2017-05-26 15:31:06	2017-05-26 15:24:46	11	8	6446a1345927d83e7ed7596b088f6c02	3	110.3487	20.0159	110.3411	19.9967	2017	05	26
17592892069062	3	83	0898	460106	0	0	0	0	3	2810	2017-05-26 15:29:01	2017-05-26 15:25:11	9	5	6446a2315927d857354f1da807312a02	3	110.3165	20.0243	110.3041	20.0176	2017	05	26
17592892377696	3	83	0898	460108	0	0	0	0	3	10295	2017-05-26 15:37:51	2017-05-26 15:35:44	26	14	64469e3e5927dacfac6b84a707ffa202	3	110.3712	20.0036	110.335	20.0474	2017	05	26
17592892500794	3	83	0898	460106	0	0	0	0	3	9275	0000-00-00 00:00:00	2017-05-26 15:47:39	24	NULL	eff30943379d0a1027388a7b10050403	3	110.3685	20.0279	110.3005	20.0228	2017	05	26
17592893817539	3	83	0898	460106	0	0	0	0	3	3301	2017-05-26 16:51:31	2017-05-26 16:50:23	9	10	423593cc5927ec4400000aa68dd7f015	3	110.3318	20.0411	110.332	20.0287	2017	05	26
17592894023375	3	83	0898	460108	0	0	0	0	3	3280	2017-05-26 17:09:07	2017-05-26 17:01:35	10	15	c0a801b7e4dd0eabcf0b6f6c103f0303	3	110.3391	20.0317	110.3608	20.0376	2017	05	26
17592894026522	3	83	0898	460108	1	0	6	0	3	8291	2017-05-26 17:02:53	2017-05-27 08:30:00	20	0	c9b55d2c5927eefe0000419b90eff566	3	110.4634	19.9369	110.4836	19.9637	2017	05	26
17592894602661	3	83	0898	460105	0	0	0	0	3	2491	2017-05-26 17:25:16	2017-05-26 17:21:32	9	16	644553335927f39c12273a0b0981b702	3	110.2944	20.0077	110.2869	20.0181	2017	05	26
17592894628775	3	83	0898	460106	0	0	0	0	3	5040	2017-05-26 17:32:24	2017-05-26 17:25:24	14	18	6445623d5927f4830d089daf0aaaf002	3	110.3317	19.9956	110.3099	20.011	2017	05	26
17592895254355	3	83	0898	460107	0	0	0	0	3	4197	2017-05-26 17:47:20	2017-05-26 17:46:04	12	11	64469f335927f95c29dc52b40a490e02	3	110.3487	20.0159	110.3447	19.9966	2017	05	26
17592895318931	3	83	0898	460106	0	0	0	0	3	3219	0000-00-00 00:00:00	2017-05-26 17:50:42	10	NULL	6445623d5927fa7232c49dc2095b2102	3	110.3177	20.0229	110.3026	20.0116	2017	05	26
17592896496434	3	83	0898	460106	0	0	0	0	3	1765	2017-05-26 18:31:01	2017-05-26 18:30:53	9	8	0c718c12592803d600001c4f8479b865	3	110.3124	20.0283	110.322	20.0265	2017	05	26
17592896957547	3	83	0898	460107	0	0	0	0	3	4951	2017-05-26 18:52:47	2017-05-26 18:48:15	16	20	fec9fc5b592807ec000035336a953d3f	3	110.3514	20.0236	110.3516	19.9926	2017	05	26
17592897061474	3	83	0898	460106	0	0	0	0	3	5417	2017-05-26 18:59:02	2017-05-26 18:55:33	15	23	64455333592809a5131b3a330c7c1702	3	110.3324	20.0134	110.3444	19.9834	2017	05	26
17592897143203	3	83	0898	460106	0	0	0	0	3	6952	2017-05-26 19:04:28	2017-05-26 19:02:52	19	21	6446aa1459280b59537507360c320502	3	110.3518	20.0231	110.3244	19.9965	2017	05	26
17592897445014	3	83	0898	460108	0	0	0	0	3	3369	2017-05-26 19:14:20	2017-05-26 19:12:10	10	11	f703411d8a54a6a3ac26214410320303	3	110.3398	20.0315	110.3584	20.0194	2017	05	26
17592897464065	3	83	0898	460106	0	0	0	0	3	4353	2017-05-26 19:13:36	2017-05-26 19:08:25	12	7	64469f3359280ca92ad852a10e312002	3	110.3186	20.0276	110.3114	20.0167	2017	05	26
17592898408609	1	83	0898	460106	0	0	0	0	0	5661	0000-00-00 00:00:00	2017-05-26 19:53:12	25	NULL	c0a8016c8b9bd7ff4001bd4a10400303	1	110.3456	20.028	110.3236	20.0465	2017	05	26
17592898417690	3	83	0898	460106	0	0	0	0	3	5538	2017-05-26 20:08:59	2017-05-26 20:01:24	14	10	644553335928191416883a2d0c398c02	3	110.3387	20.0271	110.3001	20.0135	2017	05	26
17592899372084	3	83	0898	460108	0	0	0	0	3	12562	2017-05-26 20:47:00	2017-05-26 20:39:50	33	22	64469e3b59282215aab073890d903e02	3	110.2628	20.0033	110.3528	20.0365	2017	05	26
17592900356868	3	83	0898	460108	0	0	0	0	3	7330	2017-05-26 21:21:03	2017-05-26 21:19:23	20	17	c0a8000ac3640c5ba925dfb510ad0303	3	110.3226	20.0526	110.3548	20.02	2017	05	26
17592900476050	3	83	0898	460105	0	0	0	0	3	2765	2017-05-26 21:29:47	2017-05-26 21:29:39	9	7	c0a82b0d3e3ee848741c393c106a0d03	3	110.2764	19.9804	110.2844	19.9995	2017	05	26
17592900547689	3	83	0898	460106	0	0	0	0	3	5792	2017-05-26 21:34:30	2017-05-26 21:30:14	16	17	6446a23159282de6325d1da61115db02	3	110.2825	20.0137	110.3217	20.0264	2017	05	26
17592900569767	3	83	0898	460108	0	0	0	0	3	4753	2017-05-26 21:36:07	2017-05-26 21:33:51	13	9	afbf656829d16df5e60816b710380303	3	110.362	20.0626	110.327	20.0615	2017	05	26
17592900836263	3	83	0898	460106	0	0	0	0	3	5325	2017-05-26 21:52:10	2017-05-26 21:50:12	15	14	6446a1335928329477c358280f1dd202	3	110.3599	20.0035	110.3219	19.9908	2017	05	26
17592900969331	3	83	0898	460106	0	0	0	0	3	4617	0000-00-00 00:00:00	2017-05-26 21:51:23	12	NULL	64469e3b592832dab35e739710f60902	3	110.3744	19.99	110.3471	19.9785	2017	05	26
17592901062159	3	83	0898	460105	0	0	0	0	3	316	2017-05-26 21:58:09	2017-05-26 21:57:59	9	0	19367e5c5928346500001c02efdfb824	3	110.2034	20.0117	110.201	20.0101	2017	05	26
17592901203539	3	83	0898	460108	0	0	0	0	3	3699	2017-05-26 22:09:09	2017-05-26 22:05:16	10	7	6445ae3a5928361cbcd0809214587f02	3	110.3447	19.9992	110.3507	20.017	2017	05	26
17592901499176	3	83	0898	460106	0	0	0	0	3	9897	2017-05-26 22:18:09	2017-05-26 22:14:04	25	29	c0a8016659283807000034649d644fdc	3	110.3261	20.0626	110.3109	20.0077	2017	05	26
17592902548536	3	83	0898	460107	0	0	0	0	3	5087	2017-05-26 23:16:17	2017-05-26 23:13:59	15	13	c0a80064af156600c101292810440303	3	110.3764	20.0027	110.3498	20.0169	2017	05	26
17592879828936	3	83	0898	460106	1	0	6	0	3	21260	2017-05-26 04:21:21	2017-05-26 04:40:00	66	23	c0a800d8961321f11401fe6610340303	3	110.4634	19.9369	110.3203	19.9947	2017	05	26
17592880283106	3	83	0898	460108	0	0	0	0	3	2193	2017-05-26 00:12:57	2017-05-26 00:09:39	9	5	903e7406592701c0000020824de490ae	3	110.342	20.0472	110.354	20.0438	2017	05	26
17592880429411	3	83	0898	460106	0	0	0	0	3	1850	2017-05-26 00:39:12	2017-05-26 00:35:34	9	2	6445b03a592707d64fe3a4bb2422c602	3	110.3183	19.9778	110.3274	19.9857	2017	05	26
17592880486924	3	83	0898	460108	0	0	5	0	3	5391	2017-05-26 00:19:09	2017-05-26 00:16:38	15	8	6a7eac2547001bbdb10b2f7110330303	3	110.4395	19.9644	110.4738	19.9418	2017	05	26
17592880795558	3	83	0898	460108	0	0	0	0	3	10034	2017-05-26 01:51:13	2017-05-26 01:48:45	29	11	64469e3e592718fc130666c722391602	3	110.3365	19.9995	110.338	20.0637	2017	05	26
17592880801612	3	83	0898	460106	0	0	0	0	3	5193	2017-05-26 01:14:20	2017-05-26 01:10:57	15	13	64469f35592710212a3b8643225c6402	3	110.3702	20.0679	110.3427	20.0406	2017	05	26
17592880821912	3	83	0898	460105	1	0	0	0	3	20217	2017-05-26 01:32:52	2017-05-26 01:40:00	68	22	64469d365927125699910df724f4b002	3	110.3365	19.9995	110.1979	20.0576	2017	05	26
17592881314304	3	83	0898	460105	0	0	0	0	3	2467	2017-05-26 04:42:57	2017-05-26 04:42:45	9	4	64469f34592741c59d85898321f62b02	3	110.2848	19.9828	110.2861	20.0013	2017	05	26
17592881561509	3	83	0898	460108	0	0	0	0	3	5306	2017-05-26 05:48:05	2017-05-26 05:44:48	15	11	64469f35592750500903863a27c9a902	3	110.3526	19.9999	110.3513	20.0305	2017	05	26
17592882628911	3	83	0898	460105	0	0	0	0	3	4305	2017-05-26 07:47:28	2017-05-26 07:43:09	12	6	64469d3659276c0c928b0de926f65302	3	110.1954	20.0579	110.2168	20.0488	2017	05	26
17592882906386	3	83	0898	460107	0	0	0	0	3	8401	2017-05-26 07:54:39	2017-05-26 07:53:31	22	33	6446a13359276e7a5a19776c2440cb02	3	110.3165	20.0243	110.3665	20.0083	2017	05	26
17592883112222	3	83	0898	460108	0	0	0	0	3	3846	2017-05-26 08:06:53	2017-05-26 08:05:28	11	11	15222c0ea8fb2396f803ac2210340303	3	110.3732	20.0172	110.3549	20.02	2017	05	26
17592883197098	3	83	0898	460105	0	0	0	0	3	21628	2017-05-26 08:14:36	2017-05-26 08:07:39	61	50	6445b03a592771ca4a4da4a627eb3402	3	110.4479	19.9729	110.2881	19.9987	2017	05	26
17592883476591	3	83	0898	460106	0	0	0	0	3	4874	2017-05-26 08:24:12	2017-05-26 08:18:24	14	24	a78cae7be0aa2bc79c04b2bd10490303	3	110.3288	20.0213	110.3306	19.9934	2017	05	26
17592883483654	3	83	0898	460106	0	0	0	0	3	4542	2017-05-26 08:27:13	2017-05-26 08:18:58	14	26	64455333592774727b8faf7822b20802	3	110.3162	20.0106	110.3377	20.0321	2017	05	26
17592883930521	3	83	0898	460108	0	0	0	0	0	4419	0000-00-00 00:00:00	2017-05-26 08:34:04	13	NULL	76852c2449c0ec820f088f07102d0303	3	110.3489	20.0202	110.3811	20.0231	2017	05	26
17592884858921	3	83	0898	460108	0	0	0	0	3	6715	2017-05-26 09:17:19	2017-05-26 09:09:29	17	9	64469d365927804999830ded24275a02	3	110.3159	20.0337	110.3332	20.0489	2017	05	26
17592885045466	3	83	0898	460108	0	0	0	0	3	4201	2017-05-26 09:30:16	2017-05-26 09:25:00	12	12	64469f31592783ec4f70076728b35302	3	110.3527	20.0521	110.3566	20.0697	2017	05	26
17592885266437	3	83	0898	460107	0	0	0	0	3	3386	2017-05-26 09:32:57	2017-05-26 09:29:11	10	7	c0a801648e698eb07a04cf7d108f0303	3	110.3776	19.997	110.3597	20.0037	2017	05	26
17592885402772	3	83	0898	460108	0	0	0	0	3	2394	2017-05-26 09:42:41	2017-05-26 09:40:12	9	3	6445623d5927877c974a834d2e197c02	3	110.3363	20.0478	110.3196	20.0565	2017	05	26
17592885423841	3	83	0898	460108	0	0	0	0	3	3382	2017-05-26 09:45:15	2017-05-26 09:42:15	10	16	c0a80303973a2bef81663d1210410403	3	110.34	20.0244	110.3652	20.0241	2017	05	26
17592885569137	3	83	0898	460107	0	0	0	0	3	7244	2017-05-26 09:47:30	2017-05-26 09:43:00	20	20	6445b03a592788234a4da4a52a323e02	3	110.3306	20.0058	110.3731	20.0119	2017	05	26
17592885734613	3	83	0898	460108	0	0	0	0	3	6003	2017-05-26 09:59:25	2017-05-26 09:55:50	16	15	991a3c1c59278b220000601fcda19b6b	3	110.3446	20.0413	110.3687	20.0358	2017	05	26
17592885847621	3	83	0898	460106	0	0	0	0	3	6004	2017-05-26 10:02:25	2017-05-26 09:59:23	16	17	6445623d59278bfba03383742bbf2e02	3	110.2759	19.9927	110.3147	19.9954	2017	05	26
17592885859849	3	83	0898	460106	0	0	0	0	3	1183	2017-05-26 10:03:34	2017-05-26 10:00:42	9	3	6446a13359278c49594f776329159d02	3	110.3277	20.0406	110.3213	20.0328	2017	05	26
17592886933425	3	83	0898	460108	0	0	0	0	3	5825	2017-05-26 11:04:00	2017-05-26 11:02:31	18	20	6446aa1459279ac65499072e03149102	3	110.338	20.022	110.3497	20.054	2017	05	26
17592887165375	3	83	0898	460108	0	0	0	0	3	11325	0000-00-00 00:00:00	2017-05-26 11:19:19	31	NULL		3	110.2871	19.9956	110.3519	20.0348	2017	05	26
